movie_id,actor_id,actor_name,is_director,title,return
6435,18277.0,Sandra Bullock,False,Practical Magic,0.6224450266666667
9882,5292.0,Denzel Washington,True,The Siege,1.6667558857142857
297,287.0,Brad Pitt,False,Meet Joe Black,1.588223333333333
5332,5064.0,Meryl Streep,False,Dancing at Lughnasa,0.0
41817,5292.0,Denzel Washington,True,Heart Condition,0.0
9798,2888.0,Will Smith,False,Enemy of the State,2.7849981777777777
9466,6193.0,Leonardo DiCaprio,False,Celebrity,0.0
10730,4431.0,Jessica Lange,False,King Kong,3.939758478260869
31947,4431.0,Jessica Lange,False,King Kong Lives,0.471122
10466,31.0,Tom Hanks,True,The Money Pit,5.4999651
9837,18277.0,Sandra Bullock,False,The Prince of Egypt,3.123045542857142
8879,190.0,Clint Eastwood,True,Pale Rider,0.0
